	103_N_STOOL	103_O_STOOL	103_P_STOOL	103_Q_STOOL	104_A_STOOL	104_D_STOOL	104_O_STOOL	105_N_STOOL	105_O_STOOL	105_P_STOOL	105_Q_STOOL	107_I_STOOL	107_J_STOOL	107_K_STOOL	107_M_STOOL	107_N_STOOL	107_O_STOOL	109_G_STOOL	109_H_STOOL	109_I_STOOL	109_J_STOOL	109_K_STOOL	109_L_STOOL	109_N_STOOL	109_O_STOOL	109_P_STOOL	110_H_STOOL	110_I_STOOL	110_J_STOOL	110_K_STOOL	110_L_STOOL	110_M_STOOL	110_N_STOOL	110_O_STOOL	111_G_STOOL	111_H_STOOL	111_I_STOOL	111_J_STOOL	111_K_STOOL	112_F_STOOL	112_G_STOOL	112_H_STOOL	112_I_STOOL	112_J_STOOL	112_L_STOOL	112_M_STOOL	112_P_STOOL	112_Q_STOOL	112_Z_STOOL	113_E_STOOL	113_F_STOOL	113_G_STOOL	113_H_STOOL	113_I_STOOL	113_J_STOOL	113_K_STOOL	113_M_STOOL	113_N_STOOL	113_O_STOOL	113_P_STOOL	113_Q_STOOL	114_G_STOOL	114_I_STOOL	114_L_STOOL	114_M_STOOL	115_A_STOOL	115_B_STOOL	115_C_STOOL	115_D_STOOL	115_F_STOOL	115_G_STOOL	115_H_STOOL	115_J_STOOL	115_K_STOOL	115_L_STOOL	115_M_STOOL	115_N_STOOL	115_O_STOOL	115_P_STOOL	115_Q_STOOL	116_A_STOOL	116_B_STOOL	116_C_STOOL	116_D_STOOL	116_E_STOOL	116_F_STOOL	116_G_STOOL	116_H_STOOL	116_I_STOOL	116_J_STOOL	116_K_STOOL	116_L_STOOL	116_M_STOOL	116_O_STOOL	116_P_STOOL	117_A_STOOL	117_C_STOOL	117_E_STOOL	117_F_STOOL	117_G_STOOL	117_H_STOOL	117_I_STOOL	117_K_STOOL	117_L_STOOL	117_M_STOOL	117_V_STOOL	118_A_STOOL	118_B_STOOL	118_D_STOOL	118_E_STOOL	118_F_STOOL	118_G_STOOL	118_H_STOOL	118_L_STOOL	118_N_STOOL	119_A_STOOL	119_D_STOOL	119_E_STOOL	119_F_STOOL	119_G_STOOL	119_H_STOOL	119_I_STOOL	119_L_STOOL	119_N_STOOL	119_P_STOOL	120_A_STOOL	120_B_STOOL	120_C_STOOL	120_D_STOOL	120_F_STOOL	120_G_STOOL	120_H_STOOL	120_I_STOOL	120_K_STOOL	121_A_STOOL	121_C_STOOL	121_D_STOOL	121_E_STOOL	121_F_STOOL	121_G_STOOL	121_I_STOOL	121_L_STOOL	121_M_STOOL	121_O_STOOL	122_A_STOOL	122_B_STOOL	122_C_STOOL	122_E_STOOL	122_F_STOOL	122_G_STOOL	122_H_STOOL	122_I_STOOL	123_C_STOOL	123_E_STOOL	123_F_STOOL	123_G_STOOL	124_A_STOOL	124_B_STOOL	124_C_STOOL	124_D_STOOL	124_E_STOOL	124_G_STOOL	124_H_STOOL	124_J_STOOL	124_M_STOOL	124_N_STOOL	124_O_STOOL	125_A_STOOL	125_D_STOOL	125_E_STOOL	125_F_STOOL	125_G_STOOL	125_I_STOOL	125_J_STOOL	125_M_STOOL	126_A_STOOL	126_B_STOOL	126_C_STOOL	126_D_STOOL	126_E_STOOL	126_F_STOOL	126_G_STOOL	126_H_STOOL_2	126_H_STOOL	126_I_STOOL	126_J_STOOL	126_K_STOOL	126_M_STOOL	126_O_STOOL	126_P_STOOL	127_A_STOOL	127_B_STOOL	127_C_STOOL	127_E_STOOL	127_F_STOOL	127_G_STOOL	127_H_STOOL	127_I_STOOL	127_J_STOOL	127_K_STOOL	127_L_STOOL	127_M_STOOL	127_N_STOOL	127_O_STOOL	128_A_STOOL	128_C_STOOL	128_D_STOOL	128_E_STOOL	128_F_STOOL	129_A_STOOL	129_B_STOOL	129_C_STOOL	129_E_STOOL	129_F_STOOL	129_G_STOOL	129_H_STOOL	129_I_STOOL	129_M_STOOL	130_A_STOOL	130_B_STOOL	130_C_STOOL	130_D_STOOL	130_E_STOOL	130_F_STOOL	130_G_STOOL	130_H_STOOL	130_J_STOOL	130_K_STOOL	130_M_STOOL	130_N_STOOL	130_P_STOOL	130_Q_STOOL	131_A_STOOL	131_B_STOOL	131_D_STOOL	131_E_STOOL	131_F_STOOL	131_G_STOOL	131_I_STOOL	131_J_STOOL	131_K_STOOL	131_L_STOOL	131_M_STOOL	131_N_STOOL	132_B_STOOL	132_C_STOOL	132_D_STOOL	132_E_STOOL	132_G_STOOL	132_H_STOOL	132_K_STOOL	132_L_STOOL	133_A_STOOL	133_C_STOOL	133_D_STOOL	133_E_STOOL	133_H_STOOL	133_I_STOOL	133_J_STOOL	134_A_STOOL	134_D_STOOL	134_E_STOOL	134_H_STOOL	135_A_STOOL	135_B_STOOL	135_C_STOOL	135_E_STOOL	135_F_STOOL	136_A_STOOL	136_D_STOOL	136_E_STOOL	138_B_STOOL	138_F_STOOL	139_C_STOOL	139_D_STOOL	139_E_STOOL	140_A_STOOL	140_D_STOOL	141_A_STOOL	141_B_STOOL	141_C_STOOL	141_D_STOOL	141_E_STOOL	142_A_STOOL	142_B_STOOL	142_C_STOOL	143_A_STOOL	143_B_STOOL	144_B_STOOL
ASV_11	48	3116	3262	3580	64259	0	0	0	404	0	221	0	0	25	0	0	0	5462	1486	361	1965	670	610	996	279	213	118	3409	22909	2389	716	479	60	336	1470	3803	90	691	0	129	1909	0	439	0	0	0	40	399	43	10959	2272	1742	0	2326	1169	7043	1896	896	1020	279	0	0	758	69	0	0	2271	4993	3231	219	3341	14887	1068	0	213	237	0	0	0	467	3955	169	797	201	8479	213	219	1543	591	4055	666	54	72	0	13	3201	1831	0	43	1002	11520	4616	244	928	227	26	0	0	22	0	60	0	0	251	39	0	0	0	0	0	0	0	458	37	908	0	0	59	0	599	0	0	0	0	69	2513	736	11589	4490	138	778	456	261	0	0	1091	0	0	548	0	98	6	12624	4378	458	167	34	0	0	0	34	0	38	0	51	0	9625	1175	34456	523	4926	268	0	483	1278	225	200	0	0	0	0	0	0	0	0	0	0	0	0	0	23166	6083	711	177	30	11	0	0	111	0	0	454	0	0	28	999	4735	24	49	2070	0	0	0	0	0	0	0	60	0	4826	2068	265	0	26	14	60	0	66	463	564	207	590	55856	23	0	146	70	979	154	20	940	1805	380	311	102	0	0	0	0	0	0	0	140	20	2844	167	153	921	3714	0	15	1747	0	0	0	0	0	0	2198	333	15699	8260	0	0	0	0	75	0	822	13797	1089	3684	3889	297	24	49	345	72	0
ASV_12	679	0	988	1167	0	0	10747	0	0	0	0	0	0	0	0	4379	1275	0	673	1057	358	912	451	3421	167	0	0	0	0	2155	3836	2722	736	5791	0	0	0	1164	445	0	2054	2040	3257	12684	9808	8013	0	0	109	1350	11767	905	6880	16387	1838	671	6093	3227	2435	529	65	882	539	1677	1943	0	0	0	0	2399	1784	0	141	230	164	135	67	87	61	1196	0	0	50	0	0	1869	4602	3398	682	1214	697	542	349	0	1242	1383	2384	782	188	290	394	138	22	48	57	1185	0	12808	4654	3272	4103	748	0	200	403	124	0	0	0	0	0	0	497	2222	11880	357	0	0	0	7793	918	464	281	0	0	0	0	296	2103	677	2932	81	334	200	42	0	0	1473	923	1303	744	3245	0	979	161	25	0	0	0	0	994	3334	296	195	664	1773	8594	0	0	0	0	5216	529	0	2447	45	0	0	0	0	0	0	0	0	0	29	3840	2063	2298	791	463	1342	93	71	345	1708	1821	690	446	236	5515	3770	4954	4707	0	0	0	192	221	0	11	87	145	28	85	203	1702	0	0	26	589	0	8	354	54	7955	4654	3168	950	1676	5665	5174	0	0	0	0	0	0	1417	8744	0	0	16697	3339	284	0	0	0	10551	5571	1176	0	13	0	0	0	0	9655	927	40	79	0	0	0	103	754	3279	104	0	30	19300	24	236	11576	5421	2072	26	2111	0	3366	5763	1921	0	0	13	10485	0	0	0
ASV_13	0	0	0	0	0	0	0	0	0	0	0	11524	306	0	0	625	5126	0	0	17833	6983	167	89	676	201	868	0	0	0	0	0	0	0	0	9740	15532	24693	552	183	0	0	0	0	0	0	0	0	0	0	337	11309	27929	1558	205	1143	1870	6196	9087	389	10089	1069	492	0	1103	2823	0	0	0	21	0	0	0	119	266	0	382	775	1166	1392	387	0	0	0	15	0	0	10	0	13	0	0	0	0	0	0	0	951	3473	5152	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	54	311	119	162	23664	1180	10338	220	971	0	145	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8407	59	0	5616	488	0	0	340	15	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	50	65	226	77	646	52	490	3998	670	2667	0	13	0	10	0	0	0	0	57	145	0	0	0	0	0	1481	6198	2037	0	2	785	0	5116	6680	1311	41	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	4001	0	2	6	9694	31945	47786	57892	0	0	0	0	70	77	55	16693	0	186	0	0	0	0	3746	52	0	0	21	0	131	0	0	6001	0	0	0	0	0	145	0	0	0	64	0	0	54
ASV_14	900	115	378	119	0	54	40	2445	1751	299	671	212	207	0	7423	227	377	301	181	339	165	146	129	1576	5113	881	755	186	0	670	671	93	307	66	1383	1098	737	227	447	54	5130	55	3368	3000	3073	10194	2648	605	9912	0	769	556	146	553	1631	1131	1366	119	70	402	28	5242	46	47	41	0	0	0	26	255	288	3923	0	21	20	0	0	0	0	27	158	0	0	0	26	335	1246	266	1855	216	13	36	222	0	43	0	0	0	8	37	12	36	32	0	0	0	0	725	7210	2036	3634	646	0	104	815	0	7888	1082	9187	0	0	7	41	64	6932	12835	35	0	3784	240	371	213	25	21	13782	49	163	3183	3614	266	2644	0	229	36	0	1246	1285	33	471	538	24	5	0	214	0	0	0	0	79	49459	11	11	7	27	41	52	54	2401	2927	724	1265	1795	232	35	32	51	0	0	0	37774	4093	8423	649	649	1952	459	4477	5417	1709	3103	0	0	366	106	2368	35	178	0	11	254	178	3202	131	31	15613	4751	16159	29	18	0	647	58	0	88	0	19	467	518	0	0	0	0	19	920	0	141	44	29	18	0	23	29	0	0	12	349	1229	7549	9096	4652	1193	0	0	1151	57	599	792	2292	1176	697	52	298	0	0	7	0	210	960	476	592	14417	217	725	6718	1742	1102	107	40	0	210	28	7070	355	129	42	85	0	1051	11	0	8275	2654	201	0	7	19	0	0	0
ASV_15	0	0	0	0	0	20515	586	0	0	0	0	0	4368	7010	0	3820	1872	129	1704	1589	1110	52	0	88	828	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7209	1382	1829	306	0	75	655	1831	0	0	0	27497	0	5663	0	66	6978	318	608	184	63	86	806	0	0	0	14	0	0	0	0	0	3970	3841	121	1855	2980	18924	0	2490	4012	1482	7889	152	154	60	16	0	4265	0	64	15101	4657	202	3867	0	0	42	0	251	410	12303	0	0	0	0	0	0	0	0	0	0	560	540	82	98	64	0	0	16850	139	0	1188	0	107	83	0	0	0	0	16279	10677	9187	2026	16888	0	662	54	0	0	0	0	0	0	3402	1398	489	3132	12797	11544	0	0	0	0	8575	0	0	12051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	36	0	422	0	1010	967	0	4654	3474	2169	0	0	0	0	284	0	0	0	0	604	698	480	15786	0	0	0	0	0	0	0	0	0	5535	12100	1523	3986	3777	13718	0	0	0	0	0	0	0	0	12	0	0	0	0	1478	752	0	1894	2030	1044	0	0	0	0	0	9020	62	98	16	0	75	0	0	0	0	2224	6741	0	0	0	43	927	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV_16	0	0	0	0	135	35217	0	0	0	1754	0	0	0	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	60	13088	0	413	0	0	0	0	0	1544	0	0	0	0	267	0	0	0	0	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15113	569	0	0	122	255	193	0	94	60	0	587	704	1003	4567	2509	1757	0	0	0	658	416	4396	0	68164	0	0	0	0	0	451	0	0	590	3436	1214	5886	237	3423	12067	4330	0	4403	671	0	0	0	525	0	0	0	0	0	0	0	266	135	0	0	0	0	0	4396	0	0	0	0	0	0	0	0	0	59	0	2087	179	1083	0	0	0	5654	5455	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	404	0	0	0	0	0	0	1654	0	0	0	0	0	858	0	0	0	0	0	0	0	301	222	522	0	0	0	109	0	0	0	200	0	0	0	0	0	2677	0	0	0	0	0	0	0	0	138430	0	0	129	0	122	0	0	0	0	0	0	558	444	0	697	3244	0	15659	0	0	0	1711	0	0	0	0	3714	0	0	0	0	0	0	0	0	0	899	627	0	0	187	780	4318	124	27	0	0
ASV_17	6753	4582	4873	2534	0	0	0	0	0	0	0	1008	7201	0	0	2370	7746	0	0	223	4870	5745	2478	6490	1093	0	2310	1551	0	6218	6845	5062	5986	1448	0	0	0	564	472	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	2017	458	135	638	0	62	1940	15321	4117	0	0	0	0	5952	6946	3650	656	508	529	254	56	552	58	2104	4874	0	0	0	0	0	0	0	3952	402	1377	738	893	0	1780	0	16583	8486	0	0	1710	2940	123	0	58	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	1237	0	0	0	0	0	0	283	0	48	0	0	0	0	0	0	5937	963	25	81	0	0	0	3690	22452	4634	24174	6665	1960	0	0	0	0	0	0	0	0	429	3154	62	461	879	2554	2539	0	0	0	0	8079	0	0	2765	0	0	0	0	2451	5780	0	0	0	0	0	0	0	8774	0	0	2625	3235	570	632	3216	295	25	394	143	0	6122	0	5289	0	0	0	0	185	0	3242	10355	675	0	920	437	6030	0	0	7	16	0	0	0	0	4170	1306	3347	1303	463	2879	930	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	1498	0	0	185	2020	353	0	0	187	0	0	61	0	0	0	0	12930	744	0	16	6450	0	945	0	284	684	0	0	0	0	0	0	0	0	342	490	0	0	0
ASV_18	0	0	0	0	0	21970	0	8603	29912	1763	14935	0	0	0	2797	0	0	0	48	0	0	0	0	1045	0	0	0	400	0	125	0	1358	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	4889	235	10991	0	0	0	0	0	0	0	0	0	0	0	3862	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	194	0	0	0	0	0	45445	24811	82	0	5138	0	5061	39	997	0	0	225	921	2263	0	0	0	0	0	0	0	764	1407	0	0	0	0	0	0	24058	0	0	0	0	866	820	7284	168	0	147	0	0	0	0	36	0	0	80	0	0	0	82	0	0	0	0	0	0	21785	1542	144	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3145	0	0	10762	35	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	29	0	295	0	0	0	0	41	97	33	0	0	0	0	0	0	0	0	188	0	0	179	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	155	0	0	0	0	793	6599	0	35	0	0	0	0	270	0	0	146	0	0	0	0	42	0	0	20969	0	24297	697	0	0	0	0	0	0	15229	0	0
ASV_19	3070	404	1105	1119	0	4156	80	30797	18944	12674	27459	148	1060	0	0	101	0	41	0	69	0	0	0	84	531	0	21	0	0	1082	479	114	133	115	0	0	0	962	829	0	0	0	0	0	0	131	2720	737	717	0	4755	7355	4253	238	924	3917	1813	493	0	357	0	4821	0	619	808	0	0	0	0	0	106	0	0	0	0	0	0	0	0	603	51	0	0	0	0	0	0	0	83	99	248	21	57	0	79	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	2747	0	86	357	0	0	0	0	0	11452	1536	181	119	2084	217	18263	0	13138	132	90	0	49	0	0	0	0	0	0	0	119	0	0	42	0	0	0	77	120	0	320	344	0	0	0	0	0	0	0	0	316	40	34	45	87	47	1820	0	0	0	0	0	598	139	0	0	0	0	0	464	5840	6518	1370	1370	1415	675	3879	5541	409	5918	0	0	3874	2243	3886	719	71	0	26	289	1875	220	2261	0	0	0	0	0	30	0	0	0	0	0	119	111	656	23805	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	300	0	0	0	3648	136	0	0	0	2795	1034	1922	29356	0	0	385	0	210	0	0	0	0	0	1818	0	0	0	499	67	0	0	461	0	1927	0	3208	508	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_20	0	0	0	0	0	0	24752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2889	23267	0	2288	1728	1559	738	3564	0	0	0	0	0	0	0	7971	9234	0	5149	23368	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023	0	0	0	0	0	0	0	863	67	4419	574	0	0	0	0	0	1681	1602	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	416	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7008	717	0	200	183	10685	3058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	886	0	1973	1069	499	0	0	0	0	0	0	0	0	0	0	0	0	48708	73118	39776	849	220	0	0	0	0	0	40	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
ASV_21	0	9519	2403	465	0	0	0	0	0	0	394	667	242	0	0	0	0	0	2240	139	167	0	366	6624	752	0	1330	599	0	5747	3952	12425	7831	10834	759	2050	13328	12417	19546	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	84	1465	0	0	0	0	0	0	0	81	265	0	41	0	46	0	128	7675	0	0	0	0	0	0	1952	266	276	625	348	19	0	438	0	0	0	5181	0	11618	210	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	51	0	134	0	40	0	1665	171	2931	843	0	0	0	0	0	0	0	0	0	0	0	0	264	78	541	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027	0	0	0	0	15	0	373	0	0	0	0	0	1674	300	128	0	0	0	0	0	0	0	0	0	0	94	196	1899	0	0	0	0	0	0	0	0	0	91	1356	285	59	120	188	0	0	0	0	0	0	5490	7776	0	99049	711	1146	65	0	0	0	0	26104	3640	892	19	0	0	52	2906	145	805	0	0	121	0	0	0	24	1415	30	40	0	17	0	47	0	0	0	0	0	0	0	0	1939	1400	0	0	0	0	0	0
ASV_22	5985	4596	9343	262	0	0	11105	0	0	0	0	1743	1291	0	0	3808	1176	75	3084	4388	467	375	56	3209	122	0	0	0	0	928	3086	1935	593	5468	0	0	0	0	0	0	780	882	1386	5153	3841	3323	0	0	465	493	4471	305	2523	4742	633	221	2239	1164	935	203	29	194	186	61	138	0	0	0	0	2781	1229	0	32	201	33	0	0	0	0	963	0	0	0	0	0	0	0	44	524	36	0	26	0	0	1362	0	0	1170	219	252	0	29	0	0	44	942	0	4027	1642	1045	1112	187	0	252	699	0	0	0	0	9	0	0	714	404	0	198	0	0	0	7009	905	416	213	0	0	0	0	140	5869	967	854	119	119	51	0	0	0	1518	883	1585	946	6940	0	2797	144	0	0	0	0	0	0	686	315	180	242	681	1004	0	0	0	0	1329	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197	3129	259	130	563	3777	1381	475	365	63	14202	7578	11871	4093	0	0	0	142	127	0	436	3280	113	0	102	134	1155	6067	0	0	26	82	32	675	0	14140	3213	2148	1139	443	5968	1898	0	0	0	0	0	5403	330	1261	0	0	0	1712	0	0	0	0	11122	5715	1223	0	0	0	684	0	81	0	323	0	0	67	148	0	0	238	66	333	0	0	11842	0	286	11899	2691	3875	0	0	0	0	0	255	0	0	0	0	0	0	0
ASV_23	0	0	0	0	223	0	271	2917	5011	3703	29426	0	0	0	0	0	0	164	94	245	35	30	0	0	0	2876	0	0	0	0	0	0	0	0	0	0	315	0	189	3817	0	0	0	0	0	0	222	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	969	0	0	315	776	60	258	161	0	0	0	0	0	0	0	0	0	49	271	773	669	0	0	2550	0	0	491	0	68	0	0	0	1337	332	38	0	12995	408	2560	337	4426	87	37	0	0	0	135	0	0	0	0	732	0	0	0	0	0	0	0	40	195	0	0	0	0	0	0	168	67	22	0	2413	1011	3334	1654	6990	0	0	0	0	0	0	27	0	0	0	0	9	0	1011	0	14091	82	12334	141	221	0	0	0	0	0	0	0	0	0	164	324	148	0	0	0	0	942	36469	1134	0	0	0	0	0	0	93	0	0	0	602	0	275	5416	187	36	16	0	0	38	44	0	0	55	0	0	0	222	0	0	0	168	0	0	0	0	0	40	0	0	4010	4523	449	261	81	88	0	98	0	0	0	0	0	0	9	681	270	82	0	460	256	0	130	128	616	770	0	0	0	0	0	0	0	0	534	0	0	0	93	146	753	3775	198	149	0	8857	7630	0	286	364	118	414	0	0	0	0	0	0	26	0	69196	2740	3004	465	0	139	1296	623	2713	3565	2742
ASV_24	0	0	0	0	0	133	224	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	1106	0	0	2576	434	575	99	926	607	2030	27	426	93	64	97	1007	372	0	716	264	131	0	0	63	461	716	3184	60	246	0	150	46	0	0	0	0	0	37	192	0	172	0	0	0	7106	0	0	0	0	0	0	0	0	0	0	0	18	78	0	0	7808	229	141	1340	1878	136	119	4896	0	70	98	802	0	0	54	0	0	0	0	6	0	0	58	0	2327	1735	3961	294	72	32209	105270	0	0	1577	1453	972	323	432	0	0	0	0	830	56	0	221	6	31	216	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	3262	186	48	283	167	51	296	2204	0	0	528	0	0	0	0	0	22	198	196	1782	14079	0	212	143	4667	1002	0	0	0	11	0	0	0	4	0	0	120	17	0	0	0	0	0	0	0	98	0	0	0	13360	109	0	47	3372	886	208	267	631	0	0	0	0	0	0	0	0	70	0	0	1	199	0	552	0	89	0	0	40	0	35	0	0	151	0	46	69	83	334	3489	1333	151	7832	684	215	315	261	4034	0	0	0	0	0	46	0	0	5153	0	0	0	87	0	0	628	1520	2874	48	0	0	29	0	0	0	0	0	0	0	0	6069	51	0	0	2212	1687	220	0	0	0	0
ASV_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7949	20024	0	4320	9518	25262	35063	1222	0	0	0	0	0	0	0	409	6024	1481	7492	240	357	14283	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18937	0	0	0	0	0	0	0	0	99	0	0	11	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	311	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18187	83820	0
ASV_26	2204	1863	3345	0	0	0	0	0	0	0	0	1423	1063	0	0	0	0	0	879	1274	476	0	0	984	167	0	7184	531	0	8967	4570	3114	730	3583	0	0	0	2295	739	0	0	0	0	0	0	0	0	0	0	724	6396	452	3823	6842	950	273	6700	2920	1766	500	73	4967	0	114	273	0	0	0	0	0	1098	86	0	419	72	179	96	107	183	2725	6520	0	0	0	0	535	0	387	413	736	880	1088	582	0	2758	0	3489	0	0	901	134	70	0	0	0	840	0	0	0	0	0	0	0	293	773	0	0	0	0	0	0	0	822	521	0	0	0	0	0	0	0	408	150	67	0	0	0	115	5828	729	500	0	66	0	0	0	0	1256	713	804	360	2793	0	0	155	0	0	0	0	0	0	373	196	91	183	611	2636	0	0	0	0	9074	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	837	852	0	0	0	0	0	0	0	0	0	0	0	636	570	425	0	0	0	0	0	0	0	0	0	0	73	146	214	0	0	0	149	0	0	589	0	6925	3113	2638	1262	440	5368	2386	0	0	0	0	0	0	0	0	0	0	8370	1195	266	0	0	0	0	0	81	0	0	0	3731	76	6781	46952	246	0	0	0	0	0	0	207	3677	0	0	0	0	0	94	0	0	1344	0	792	0	4462	7208	1496	0	0	0	0	0	0	0
ASV_27	0	0	0	0	124	96	245	0	0	0	0	0	0	0	0	0	0	0	15887	0	155	0	539	0	0	0	0	542	0	0	0	0	0	0	0	3814	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	650	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	2571	295	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	1871	1304	207	488	0	0	0	402	60	2044	371	220	0	0	112	0	0	221	0	0	0	0	0	0	0	0	79	0	159	184	239	0	0	0	0	0	0	0	0	0	0	0	61	0	878	1029	167	26	0	0	89	80	0	1556	87	0	0	336	1308	0	0	0	4341	0	0	1131	0	0	69	0	0	0	0	55	0	0	0	0	492	517	1333	0	0	10475	0	0	0	0	0	0	0	0	54	188	10166	0	162	603	0	0	0	0	0	236	2281	336	0	1129	4778	0	0	0	0	0	0	0	0	1549	0	5763	0	897	5422	0	188	0	0	0	0	0	0	4756	4303	0	0	0	0	0	0	0	0	0	7981	235	41738	0	0	0	0	0	32648	0	0	0	0	0	0	0	0	0	0	133	0	16346	733	0	8869	0	0	3258	0	0	795	0	0	28542	0	0	0	0	0	0	0
ASV_28	951	1316	966	366	0	0	0	0	0	0	0	0	0	0	0	605	1503	37	21430	0	0	0	0	0	0	5125	0	0	0	0	0	0	0	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	1667	3182	0	0	0	0	470	2371	187	562	3172	1513	1249	303	235	528	8292	0	0	0	0	0	46	16	4345	2785	3634	2773	474	990	188	7627	0	0	1376	9323	0	7615	461	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	279	27	0	0	3072	473	0	10918	3709	848	1177	136	0	0	1592	1656	3159	2088	439	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10089	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	22	117	490	511	491	1817	24	1627	18616	0	26130	0	0	0	550	333	0	0	0	0	0	319	0	0	0	0	0	0	0	27	0	0	0	1799	1896	1555	182	1638	1020	0	0	0	0	0	0	5286	9201	0	0	0	0	0	0	0	0	0	728	230	0	0	0	0	0	44	0	0	0	0	29	0	0	0	0	12704	6659	0	86	0	25	341	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
